area_type,availability,location,size,total_sqft,bath,balcony,price,ready_to_move,bedrooms
Plot  Area,Ready To Move,choodasandra,4 BHK,3200.0,4,2,37500000.0,1,4
Super built-up  Area,Ready To Move,chinnapanahalli,2 BHK,1010.0,2,2,5500000.0,1,2
Super built-up  Area,Ready To Move,hegde nagar,3 BHK,1718.0,3,2,11900000.0,1,3
Super built-up  Area,Ready To Move,bilal nagar,2 BHK,650.0,1,1,2000000.0,1,2
Super built-up  Area,Ready To Move,banashankari,2 BHK,1330.0,2,2,7700000.0,1,2
Super built-up  Area,Ready To Move,hormavu,2 BHK,1200.0,2,2,6800000.0,1,2
Super built-up  Area,21-Dec,bannerghatta road,3 BHK,1693.0,3,2,8900000.0,0,3
Super built-up  Area,19-Dec,koramangala,2 BHK,1249.0,2,1,16500000.0,0,2
Built-up  Area,Ready To Move,thanisandra,3 BHK,1800.0,4,1,12500000.0,1,3
Plot  Area,Ready To Move,margondanahalli,2 BHK,900.0,2,0,5500000.0,1,2
Super built-up  Area,Ready To Move,ngr layout,2 BHK,1020.0,2,1,4600000.0,1,2
Super built-up  Area,Ready To Move,amruthahalli,3 BHK,1700.0,3,2,7700000.0,1,3
Built-up  Area,18-Jun,panathur,1 BHK,661.0,1,1,4000000.0,0,1
Super built-up  Area,17-Sep,bannerghatta road,2 BHK,1280.0,2,2,6016000.0,0,2
Super built-up  Area,Ready To Move,hosur road,2 BHK,1170.0,2,1,4800000.0,1,2
Super built-up  Area,Ready To Move,thanisandra,1 BHK,933.0,2,1,5800000.0,1,1
Built-up  Area,Ready To Move,sarjapur  road,2 BHK,1150.0,2,0,4400000.0,1,2
Super built-up  Area,Ready To Move,benson town,4 BHK,3633.0,6,2,55000000.0,1,4
Super built-up  Area,Ready To Move,rajaji nagar,3 BHK,1380.0,3,3,13000000.0,1,3
Built-up  Area,Ready To Move,banjara layout,2 BHK,1050.0,2,1,6480000.0,1,2
Super built-up  Area,Ready To Move,kanakapura main road,2 BHK,1080.0,2,1,3779999.9999999995,1,2
Super built-up  Area,Ready To Move,harlur,2 BHK,1303.0,2,1,9000000.0,1,2
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2 BHK,1196.0,2,2,4054000.0,1,2
Built-up  Area,Ready To Move,nagarbhavi,5 BHK,2500.0,3,2,18000000.0,1,5
Super built-up  Area,18-May,bommanahalli,3 BHK,1250.0,3,2,4100000.0,0,3
Super built-up  Area,Ready To Move,akshaya nagar,3 BHK,1419.0,2,3,8700000.0,1,3
Super built-up  Area,Ready To Move,banashankari,2 BHK,1200.0,2,3,4900000.0,1,2
Built-up  Area,Ready To Move,7th phase jp nagar,2 BHK,1120.0,2,2,6500000.0,1,2
Super built-up  Area,Ready To Move,electronics city phase 1,1 BHK,762.5,1,0,4540000.0,1,1
Super built-up  Area,Ready To Move,electronics city phase 1,2 BHK,1245.0,2,1,7500000.0,1,2
Built-up  Area,Ready To Move,palanahalli,4 BHK,3978.0,4,3,42800000.0,1,4
Super built-up  Area,Ready To Move,channasandra,2 BHK,1093.0,2,1,3400000.0,1,2
Super built-up  Area,18-Jul,electronic city,2 BHK,1025.0,1,1,2663000.0,0,2
Super built-up  Area,Ready To Move,hebbal,2 BHK,1345.0,2,1,9700000.0,1,2
Plot  Area,Ready To Move,suryanagar,2 BHK,1500.0,2,1,4500000.0,1,2
Super built-up  Area,21-Jun,vijayanagar,2 BHK,1180.0,2,1,8600000.0,0,2
Super built-up  Area,Ready To Move,ngr layout,2 BHK,1020.0,2,1,4845000.0,1,2
Super built-up  Area,Ready To Move,nanjappa layout,3 BHK,1800.0,3,3,8500000.0,1,3
Super built-up  Area,18-Aug,konanakunte,4 BHK,3621.0,4,1,51100000.0,0,4
Super built-up  Area,Ready To Move,banagiri nagar,3 BHK,2008.0,3,2,17000000.0,1,3
Super built-up  Area,18-Jun,kothannur,3 BHK,1240.0,2,2,3985000.0,0,3
Super built-up  Area,Ready To Move,cv raman nagar,2 BHK,1020.0,2,1,5500000.0,1,2
Super built-up  Area,Ready To Move,2nd stage arekere mico layout,3 BHK,2095.0,3,2,14200000.0,1,3
Super built-up  Area,Ready To Move,gunjur,3 BHK,1362.0,3,2,6263000.0,1,3
Super built-up  Area,Ready To Move,yelahanka,1 BHK,694.0,1,0,3084000.0,1,1
Super built-up  Area,Ready To Move,vittasandra,2 BHK,1404.0,2,2,7000000.0,1,2
Super built-up  Area,Ready To Move,electronic city phase ii,3 BHK,1192.0,2,3,4700000.0,1,3
Super built-up  Area,Ready To Move,vittasandra,2 BHK,1259.0,2,1,6748000.0,1,2
Super built-up  Area,Ready To Move,kengeri,2 BHK,1000.0,2,2,3400000.0,1,2
Super built-up  Area,20-Dec,rachenahalli,2 BHK,985.0,2,1,4997000.0,0,2
Built-up  Area,Ready To Move,indira nagar,1 BHK,850.0,1,2,6000000.0,1,1
Built-up  Area,Ready To Move,uttarahalli,3 BHK,1650.0,2,1,5000000.0,1,3
Plot  Area,Ready To Move,rajaji nagar,5 BHK,2400.0,3,1,32000000.0,1,5
Super built-up  Area,Ready To Move,sarjapur  road,3 BHK,1900.0,4,1,18000000.0,1,3
Super built-up  Area,Ready To Move,ambedkar nagar,2 BHK,1367.0,2,2,8600000.0,1,2
Super built-up  Area,Ready To Move,rajaji nagar,3 BHK,1210.0,2,2,8100000.0,1,3
Super built-up  Area,Ready To Move,duvasapalya,2 BHK,1190.0,2,1,4860000.0,1,2
Super built-up  Area,Ready To Move,sarjapur,2 BHK,1175.0,2,2,4200000.0,1,2
Super built-up  Area,Ready To Move,whitefield,2 BHK,1140.0,2,2,4000000.0,1,2
Super built-up  Area,Ready To Move,hoskote,2 BHK,1095.0,2,2,3360000.0,1,2
Super built-up  Area,Ready To Move,attibele,1 BHK,782.0,1,0,1955000.0,1,1
Super built-up  Area,Ready To Move,gubbalala,3 BHK,1435.0,2,2,8000000.0,1,3
Super built-up  Area,Ready To Move,choodasandra,2 BHK,725.0,2,2,3600000.0,1,2
Built-up  Area,Ready To Move,bcmc layout,3 BHK,1600.0,2,2,8800000.0,1,3
Super built-up  Area,Ready To Move,hosakerehalli,4 BHK,3205.0,4,2,30000000.0,1,4
Super built-up  Area,Ready To Move,haralur road,2 BHK,1243.0,2,2,4600000.0,1,2
Super built-up  Area,19-Jul,kanakpura road,3 BHK,1703.0,3,2,13000000.0,0,3
Super built-up  Area,18-May,padmanabhanagar,3 BHK,1350.0,3,1,7155000.0,0,3
Super built-up  Area,Ready To Move,horamavu agara,2 BHK,1145.0,2,1,4121000.0,1,2
Super built-up  Area,18-Apr,whitefield,2 BHK,1216.0,2,1,7500000.0,0,2
Super built-up  Area,Ready To Move,7th phase jp nagar,2 BHK,1100.0,3,1,6000000.0,1,2
Super built-up  Area,Ready To Move,sarjapur  road,4 BHK,2425.0,5,1,20100000.0,1,4
Plot  Area,Ready To Move,kothanur,4 BHK,2700.0,4,2,17500000.0,1,4
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2 BHK,1196.0,2,2,4054000.0,1,2
Carpet  Area,Ready To Move,kanakpura road,3 BHK,1600.0,3,3,9000000.0,1,3
Super built-up  Area,17-Oct,banashankari stage v,3 BHK,1510.0,3,3,4757000.0,0,3
Super built-up  Area,Ready To Move,hosakerehalli,4 BHK,3033.0,4,1,32600000.0,1,4
Plot  Area,Ready To Move,pai layout,2 BHK,780.0,2,1,7200000.0,1,2
Super built-up  Area,Ready To Move,haralur road,2 BHK,1194.0,2,2,4700000.0,1,2
Built-up  Area,Ready To Move,banashankari stage ii,2 BHK,1250.0,2,2,11000000.0,1,2
Plot  Area,Ready To Move,horamavu agara,4 BHK,1250.0,4,1,10000000.0,1,4
Plot  Area,Ready To Move,udaya nagar,4 BHK,1350.0,4,2,16000000.0,1,4
Built-up  Area,Ready To Move,laggere,1 BHK,620.0,2,0,4800000.0,1,1
Super built-up  Area,Ready To Move,raja rajeshwari nagar,3 BHK,1630.0,3,2,6065000.0,1,3
Built-up  Area,Ready To Move,hennur road,2 BHK,1020.0,2,0,4500000.0,1,2
Super built-up  Area,18-Aug,hosakerehalli,3 BHK,1410.0,2,2,5358000.0,0,3
Carpet  Area,18-Dec,bhoganhalli,2 BHK,1181.7,2,1,10000000.0,0,2
Super built-up  Area,Ready To Move,sarjapur  road,3 BHK,1691.0,3,2,11300000.0,1,3
Built-up  Area,Ready To Move,kr puram,4 BHK,1200.0,4,0,8300000.0,1,4
Super built-up  Area,Ready To Move,banaswadi,2 BHK,1200.0,2,3,6000000.0,1,2
Super built-up  Area,Ready To Move,old airport road,2 BHK,1050.0,2,2,5000000.0,1,2
Super built-up  Area,Ready To Move,kathriguppe,3 BHK,1300.0,3,2,7798999.999999999,1,3
Super built-up  Area,21-Dec,whitefield,2 BHK,1356.0,2,1,9484000.0,0,2
Super built-up  Area,20-Dec,whitefield,2 BHK,1338.0,2,1,10300000.0,0,2
Super built-up  Area,Ready To Move,kengeri satellite town stage ii,1 BHK,500.0,1,1,2000000.0,1,1
Super built-up  Area,18-Aug,vasantha vallabha nagar,3 BHK,1280.0,2,1,10000000.0,0,3
Super built-up  Area,Ready To Move,raja rajeshwari nagar,3 BHK,1531.0,3,3,5177000.0,1,3
Super built-up  Area,18-May,church street,4 BHK,11000.0,4,1,160000000.0,0,4
Built-up  Area,Ready To Move,anekal,2 BHK,620.0,1,1,2350000.0,1,2
Super built-up  Area,Ready To Move,8th phase jp nagar,3 BHK,1605.0,2,2,6500000.0,1,3
Super built-up  Area,Ready To Move,thanisandra,3 BHK,1917.0,3,2,11000000.0,1,3
Plot  Area,Ready To Move,nagarbhavi,4 BHK,1200.0,3,1,34000000.0,1,4
Super built-up  Area,Ready To Move,srinivas colony,3 BHK,2750.0,3,2,94300000.0,1,3
Built-up  Area,Ready To Move,sarjapur  road,3 BHK,1400.0,3,2,5500000.0,1,3
Built-up  Area,Ready To Move,thubarahalli,3 BHK,2625.0,3,3,17500000.0,1,3
Built-up  Area,Ready To Move,sahakara nagar,2 BHK,1100.0,2,1,5500000.0,1,2
Super built-up  Area,Ready To Move,hennur road,3 BHK,2041.0,3,3,12800000.0,1,3
Super built-up  Area,Ready To Move,sarjapur  road,3 BHK,2070.0,4,2,16000000.0,1,3
Super built-up  Area,Ready To Move,hebbal,3 BHK,1110.0,3,3,5900000.0,1,3
Built-up  Area,Ready To Move,uday nagar,3 BHK,1650.0,3,1,11000000.0,1,3
Plot  Area,18-Dec,ambedkar nagar,4 BHK,3565.0,4,3,25500000.0,0,4
Super built-up  Area,19-Dec,varthur road,3 BHK,1033.0,2,2,3047000.0,0,3
Super built-up  Area,Ready To Move,hsr layout,2 BHK,1142.0,2,2,6500000.0,1,2
Super built-up  Area,Ready To Move,mathikere,3 BHK,1500.0,2,2,7500000.0,1,3
Super built-up  Area,Ready To Move,electronic city phase ii,3 BHK,1502.0,3,3,5000000.0,1,3
Super built-up  Area,Ready To Move,shree ananth nagar layout,3 BHK,1176.0,2,1,4500000.0,1,3
Super built-up  Area,18-May,hosa road,2 BHK,1063.0,2,1,3279999.9999999995,0,2
Built-up  Area,Ready To Move,kammanahalli,2 BHK,1100.0,2,1,6000000.0,1,2
Plot  Area,Ready To Move,kamakshipalya,2 BHK,1044.0,2,2,8500000.0,1,2
Plot  Area,Ready To Move,sarjapur  road,3 BHK,5400.0,3,2,70000000.0,1,3
Built-up  Area,Ready To Move,6th phase jp nagar,2 BHK,1216.0,2,2,6000000.0,1,2
Super built-up  Area,Ready To Move,suddaguntepalya,3 BHK,1425.0,3,2,5500000.0,1,3
Super built-up  Area,Ready To Move,hosur road,2 BHK,1345.0,2,2,10800000.0,1,2
Super built-up  Area,Ready To Move,marathahalli,2 BHK,1248.0,2,1,13000000.0,1,2
Plot  Area,Ready To Move,chaitanya ananya,4 BHK,1830.0,4,2,32500000.0,1,4
Built-up  Area,Ready To Move,shankarapuram,2 BHK,900.0,1,0,13000000.0,1,2
Super built-up  Area,Ready To Move,uttarahalli,2 BHK,1025.0,2,1,3588000.0000000005,1,2
Plot  Area,Ready To Move,nagashetty halli,2 BHK,840.0,1,1,9900000.0,1,2
Super built-up  Area,Ready To Move,kadubeesanahalli,3 BHK,1424.0,2,2,7500000.0,1,3
Built-up  Area,Ready To Move,epip zone,3 BHK,2500.0,3,1,26800000.0,1,3
Super built-up  Area,18-Aug,byrasandra extension,2 BHK,1285.0,2,2,4500000.0,0,2
Super built-up  Area,Ready To Move,babusapalaya,2 BHK,1450.0,2,1,5599000.0,1,2
Super built-up  Area,18-May,raja rajeshwari nagar,2 BHK,1160.0,2,1,7000000.0,0,2
Plot  Area,Ready To Move,yelahanka new town,3 BHK,2700.0,3,0,35000000.0,1,3
Plot  Area,18-Apr,gattahalli,3 BHK,2000.0,2,2,9500000.0,0,3
Super built-up  Area,Ready To Move,uttarahalli,2 BHK,1125.0,2,1,4765000.0,1,2
Built-up  Area,Ready To Move,old madras road,4 BHK,3900.0,4,2,17500000.0,1,4
Built-up  Area,Ready To Move,raja rajeshwari nagar,2 BHK,1133.0,2,1,3836999.9999999995,1,2
Super built-up  Area,Ready To Move,arekere,2 BHK,1240.0,2,2,6000000.0,1,2
Super built-up  Area,22-Nov,devanahalli,3 BHK,1466.0,3,3,7759000.0,0,3
Super built-up  Area,Ready To Move,outer ring road east,4 BHK,3870.0,4,2,41100000.0,1,4
Super built-up  Area,Ready To Move,ramagondanahalli,3 BHK,1610.0,2,2,11500000.0,1,3
Super built-up  Area,Ready To Move,sarjapur  road,3 BHK,1220.0,3,2,5600000.0,1,3
Built-up  Area,Ready To Move,kaggadasapura,2 BHK,1225.0,2,2,4800000.0,1,2
Super built-up  Area,Ready To Move,akshaya nagar,2 BHK,1300.0,2,1,5400000.0,1,2
Super built-up  Area,19-May,thanisandra,3 BHK,1996.0,4,1,12300000.0,0,3
Super built-up  Area,Ready To Move,mallathahalli,3 BHK,1320.0,2,2,5500000.0,1,3
Super built-up  Area,Ready To Move,rajaji nagar,3 BHK,1800.0,3,2,24000000.0,1,3
Super built-up  Area,Ready To Move,richmond town,3 BHK,1835.0,3,3,17500000.0,1,3
Super built-up  Area,Ready To Move,sarjapur  road,3 BHK,1435.0,3,2,9000000.0,1,3
Super built-up  Area,Ready To Move,rayasandra,3 BHK,1601.0,3,3,7000000.0,1,3
Super built-up  Area,Ready To Move,kadubeesanahalli,2 BHK,1257.0,2,2,9300000.0,1,2
Super built-up  Area,Ready To Move,iblur village,4 BHK,3596.0,5,1,26000000.0,1,4
Super built-up  Area,Ready To Move,kasavanhalli,2 BHK,1309.0,2,2,9500000.0,1,2
Plot  Area,Ready To Move,yeshwanthpur,2 BHK,1362.0,2,0,10000000.0,1,2
Super built-up  Area,Ready To Move,whitefield,2 BHK,1115.0,2,1,5500000.0,1,2
Super built-up  Area,Ready To Move,whitefield,3 BHK,1870.0,3,2,9000000.0,1,3
Super built-up  Area,18-Nov,manyata park,2 BHK,1322.0,2,1,6199000.0,0,2
Super built-up  Area,Ready To Move,telecom layout,3 BHK,1450.0,2,1,6500000.0,1,3
Super built-up  Area,Ready To Move,banashankari,2 BHK,1185.0,2,2,6700000.0,1,2
Super built-up  Area,Ready To Move,7th phase jp nagar,3 BHK,1790.0,3,3,12000000.0,1,3
Plot  Area,Ready To Move,whitefield,3 BHK,3450.0,4,2,20800000.0,1,3
Super built-up  Area,Ready To Move,rachenahalli,2 BHK,1050.0,2,2,5250000.0,1,2
Super built-up  Area,Ready To Move,budigere,1 BHK,693.0,1,0,2737500.0,1,1
Plot  Area,Ready To Move,sarjapur  road,4 BHK,5400.0,4,2,75000000.0,1,4
Super built-up  Area,Ready To Move,devanahalli,1 BHK,775.0,1,0,3900000.0,1,1
Built-up  Area,Ready To Move,hoodi,2 BHK,1000.0,2,2,4800000.0,1,2
Super built-up  Area,19-Mar,thanisandra,2 BHK,1183.0,2,1,7725000.0,0,2
Super built-up  Area,20-Dec,binny pete,3 BHK,1282.0,3,2,17800000.0,0,3
Super built-up  Area,Ready To Move,alur,1 BHK,425.0,1,1,1500000.0,1,1
Built-up  Area,Ready To Move,nelamangala,2 BHK,820.0,2,2,3000000.0,1,2
Built-up  Area,Ready To Move,hebbal,2 BHK,1200.0,2,2,5200000.0,1,2
Super built-up  Area,18-Jun,ramagondanahalli,2 BHK,1151.0,2,2,4360000.0,0,2
Super built-up  Area,Ready To Move,hulimavu,3 BHK,1320.0,2,2,5900000.0,1,3
Carpet  Area,18-Apr,bikasipura,3 BHK,1450.0,3,2,6800000.0,0,3
Super built-up  Area,Ready To Move,poorna pragna layout,3 BHK,1270.0,2,3,5079000.0,1,3
Super built-up  Area,Ready To Move,hegde nagar,3 BHK,1847.0,3,2,12300000.0,1,3
Super built-up  Area,18-May,devanahalli,1 BHK,1020.0,2,1,4987000.0,0,1
Super built-up  Area,Ready To Move,richmond town,4 BHK,2380.0,4,3,24200000.0,1,4
Super built-up  Area,Ready To Move,begur road,2 BHK,1160.0,2,2,4400000.0,1,2
Super built-up  Area,18-Aug,haralur road,4 BHK,2805.0,4,3,15400000.0,0,4
Super built-up  Area,18-Jun,mysore road,3 BHK,1360.0,3,0,4760000.0,0,3
Super built-up  Area,Ready To Move,brookefield,2 BHK,1089.0,2,1,4900000.0,1,2
Super built-up  Area,Ready To Move,yelahanka,2 BHK,1115.0,2,2,6000000.0,1,2
Super built-up  Area,Ready To Move,kudlu gate,2 BHK,1215.0,2,1,4500000.0,1,2
Super built-up  Area,Ready To Move,sarjapur  road,2 BHK,1194.0,2,1,5100000.0,1,2
Super built-up  Area,18-Dec,kannamangala,3 BHK,1536.0,3,1,10400000.0,0,3
Super built-up  Area,Ready To Move,hennur,2 BHK,1255.0,2,2,5550000.0,1,2
Super built-up  Area,17-Oct,electronic city,3 BHK,1571.0,3,2,8300000.0,0,3
Plot  Area,Ready To Move,virupakshapura,2 BHK,900.0,1,0,7000000.0,1,2
Super built-up  Area,Ready To Move,keshava nagar,2 BHK,1517.0,2,2,12500000.0,1,2
Super built-up  Area,Ready To Move,budigere,1 BHK,664.0,1,1,3540000.0,1,1
Super built-up  Area,Ready To Move,devarachikkanahalli,2 BHK,1230.0,2,1,5800000.0,1,2
Super built-up  Area,Ready To Move,hegde nagar,2 BHK,1340.0,2,2,7200000.0,1,2
Super built-up  Area,Ready To Move,attibele,2 BHK,1175.0,2,1,2938000.0,1,2
Plot  Area,Ready To Move,benson town,4 BHK,3569.0,4,1,60000000.0,1,4
Super built-up  Area,Ready To Move,sarjapur,2 BHK,1240.0,2,2,4310000.0,1,2
Built-up  Area,Ready To Move,v.v puram,3 BHK,1359.9900000000002,2,0,15000000.0,1,3
Super built-up  Area,Ready To Move,electronic city,3 BHK,1470.0,2,1,4410000.0,1,3
Super built-up  Area,Ready To Move,7th phase jp nagar,3 BHK,1680.0,3,2,11700000.0,1,3
Super built-up  Area,Ready To Move,sri sai layout,2 BHK,1000.0,2,2,3500000.0,1,2
Super built-up  Area,Ready To Move,gunjur,2 BHK,1071.0,2,1,5100000.0,1,2
Built-up  Area,Ready To Move,frazer town,4 BHK,3435.0,2,1,34100000.0,1,4
Super built-up  Area,19-Dec,thanisandra main road,3 BHK,3144.0,3,1,45500000.0,0,3
Built-up  Area,Ready To Move,kalyan nagar,2 BHK,1190.0,2,1,6000000.0,1,2
Super built-up  Area,Ready To Move,pattandur agrahara,3 BHK,1550.0,2,3,8000000.0,1,3
Super built-up  Area,21-May,kanakpura road,2 BHK,1283.0,2,2,6322000.0,0,2
Built-up  Area,Ready To Move,mallasandra,2 BHK,1325.0,2,2,7300000.0,1,2
Super built-up  Area,Ready To Move,whitefield,2 BHK,1105.0,2,1,3536000.0,1,2
Super built-up  Area,Ready To Move,banaswadi,3 BHK,1600.0,3,2,7450000.0,1,3
Super built-up  Area,Ready To Move,hennur,2 BHK,1100.0,2,1,4455000.0,1,2
Super built-up  Area,21-Dec,talaghattapura,3 BHK,2099.0,3,3,14700000.0,0,3
Super built-up  Area,Ready To Move,yelachenahalli,3 BHK,1365.0,2,1,7200000.0,1,3
Super built-up  Area,Ready To Move,hebbal kempapura,2 BHK,1485.0,3,3,13200000.0,1,2
Super built-up  Area,Ready To Move,hosur road,2 BHK,1250.0,2,1,5500000.0,1,2
Super built-up  Area,Ready To Move,chikkalasandra,3 BHK,1290.0,2,2,5612000.0,1,3
Super built-up  Area,Ready To Move,bellandur,2 BHK,1170.0,2,1,4679000.0,1,2
Super built-up  Area,19-Jul,kanakpura road,2 BHK,1328.0,2,3,9106000.0,0,2
Super built-up  Area,19-Mar,hennur road,2 BHK,1232.0,2,1,8700000.0,0,2
Super built-up  Area,Ready To Move,1st phase jp nagar,2 BHK,1180.0,2,2,8850000.0,1,2
Super built-up  Area,Ready To Move,electronic city,3 BHK,1350.0,3,2,6600000.0,1,3
Super built-up  Area,Ready To Move,nagasandra,4 BHK,2400.0,4,1,14500000.0,1,4
Super built-up  Area,Ready To Move,electronic city phase ii,2 BHK,1020.0,2,2,3200000.0,1,2
Super built-up  Area,Ready To Move,begur road,3 BHK,1410.0,2,3,4934000.0,1,3
Built-up  Area,Ready To Move,vishwanatha nagenahalli,3 BHK,2159.0,3,2,12000000.0,1,3
Super built-up  Area,18-Apr,tc palaya,3 BHK,1200.0,2,0,6600000.0,0,3
Super built-up  Area,Ready To Move,hennur,2 BHK,1255.0,2,1,5750000.0,1,2
Super built-up  Area,18-Sep,whitefield,2 BHK,1074.0,2,1,4279000.0,0,2
Plot  Area,18-Nov,suragajakkanahalli,3 BHK,1200.0,3,2,7200000.0,0,3
Super built-up  Area,18-Apr,sarjapur,3 BHK,1170.0,2,2,3540999.9999999995,0,3
Super built-up  Area,21-Jun,tumkur road,1 BHK,728.5,1,0,3131500.0,0,1
Built-up  Area,Ready To Move,sk garden,6 BHK,1850.0,3,0,17500000.0,1,6
Built-up  Area,Ready To Move,gowdanapalya,1 BHK,510.0,1,0,3400000.0,1,1
Super built-up  Area,Ready To Move,mahadevpura,3 BHK,1601.0,3,2,9500000.0,1,3
Super built-up  Area,18-Mar,begur road,2 BHK,952.0,2,1,4200000.0,0,2
Super built-up  Area,Ready To Move,pns layout,2 BHK,1166.0,2,3,6500000.0,1,2
Built-up  Area,Ready To Move,venkatapura,3 BHK,2700.0,2,1,26000000.0,1,3
Built-up  Area,Ready To Move,electronic city phase ii,4 BHK,1900.0,3,1,9700000.0,1,4
Plot  Area,Ready To Move,mathikere,3 BHK,1350.0,2,0,17500000.0,1,3
Super built-up  Area,18-Aug,haralur road,3 BHK,1520.0,2,2,9600000.0,0,3
Plot  Area,Ready To Move,harsha layout,4 BHK,2100.0,6,3,10000000.0,1,4
Super built-up  Area,Ready To Move,yelenahalli,2 BHK,1175.0,2,2,5000000.0,1,2
Super built-up  Area,Ready To Move,bharathi nagar,2 BHK,1432.0,2,2,6800000.0,1,2
Super built-up  Area,18-Jun,bommasandra industrial area,2 BHK,1005.0,2,1,3977000.0000000005,0,2
Super built-up  Area,Ready To Move,rajiv nagar,2 BHK,1309.0,2,1,8000000.0,1,2
Super built-up  Area,Ready To Move,dairy circle,3 BHK,2251.0,4,2,37000000.0,1,3
Super built-up  Area,Ready To Move,7th phase jp nagar,2 BHK,1050.0,2,1,7700000.0,1,2
Super built-up  Area,21-Dec,kanakpura road,3 BHK,1100.0,3,2,5300000.0,0,3
Plot  Area,Ready To Move,sanjay nagar,3 BHK,2400.0,3,3,31000000.0,1,3
Super built-up  Area,Ready To Move,begur road,3 BHK,1565.0,2,2,5634000.0,1,3
Built-up  Area,Ready To Move,1st stage indira nagar,2 BHK,940.0,2,1,5600000.0,1,2
Super built-up  Area,18-Jun,yarandahalli,2 BHK,1015.0,2,1,4010000.0,0,2
Plot  Area,Ready To Move,btm 2nd stage,3 BHK,2400.0,2,0,36000000.0,1,3
Super built-up  Area,Ready To Move,electronic city,3 BHK,1652.0,3,3,11000000.0,1,3
Super built-up  Area,Ready To Move,whitefield,2 BHK,1100.0,2,2,5200000.0,1,2
Super built-up  Area,Ready To Move,rajiv nagar,4 BHK,2340.0,4,1,14500000.0,1,4
Super built-up  Area,21-Jul,koramangala,2 BHK,1084.0,2,1,17900000.0,0,2
Plot  Area,Ready To Move,kammanahalli,2 BHK,1200.0,1,1,8100000.0,1,2
Super built-up  Area,Ready To Move,kacharakanahalli,3 BHK,1400.0,3,3,6900000.0,1,3
Plot  Area,16-Mar,hbr layout,4 BHK,2400.0,5,0,32000000.0,0,4
Super built-up  Area,18-Jul,electronic city phase ii,2 BHK,1020.0,2,1,2743000.0,0,2
Super built-up  Area,Ready To Move,whitefield,2 BHK,1267.0,2,1,9033000.0,1,2
Super built-up  Area,Ready To Move,bhoganhalli,4 BHK,2439.0,4,3,18500000.0,1,4
Super built-up  Area,Ready To Move,sahakara nagar,3 BHK,1100.0,2,2,7500000.0,1,3
Built-up  Area,18-Dec,electronic city,3 BHK,1320.0,2,1,3811999.9999999995,0,3
Super built-up  Area,18-Apr,ananth nagar,2 BHK,1000.0,2,1,2970000.0,0,2
Built-up  Area,Ready To Move,whitefield,4 BHK,5000.0,5,2,55000000.0,1,4
Built-up  Area,Ready To Move,kr puram,6 BHK,2500.0,6,3,5800000.0,1,6
Plot  Area,Ready To Move,kengeri satellite town,2 BHK,2480.0,2,1,16000000.0,1,2
Built-up  Area,Ready To Move,kalyan nagar,2 BHK,1086.0,2,2,4450000.0,1,2
Super built-up  Area,18-Nov,kengeri,1 BHK,416.0,1,1,1800000.0,0,1
Built-up  Area,Ready To Move,hennur road,2 BHK,1066.0,2,1,5223000.0,1,2
Super built-up  Area,Ready To Move,ombr layout,3 BHK,1730.0,3,1,9300000.0,1,3
Super built-up  Area,20-Jan,balagere,2 BHK,1205.0,2,1,6386000.0,0,2
Super built-up  Area,Ready To Move,marathahalli,4 BHK,2500.0,5,2,17500000.0,1,4
Super built-up  Area,Ready To Move,subramanyapura,2 BHK,960.0,2,1,5500000.0,1,2
Super built-up  Area,18-Jul,haralur road,3 BHK,1510.0,3,2,8305000.0,0,3
Built-up  Area,Ready To Move,kanaka nagar,4 BHK,1600.0,4,2,9000000.0,1,4
Built-up  Area,Ready To Move,old madras road,3 BHK,2300.0,3,2,14200000.0,1,3
Built-up  Area,Ready To Move,jakkasandra extension,2 BHK,1000.0,2,1,6300000.0,1,2
Super built-up  Area,Ready To Move,poorna pragna layout,2 BHK,1160.0,2,1,4639000.0,1,2
Super built-up  Area,19-Sep,hormavu,3 BHK,1553.0,2,2,5823000.0,0,3
Super built-up  Area,18-Aug,seegehalli,2 BHK,1134.0,2,2,4500000.0,0,2
Plot  Area,Ready To Move,horamavu agara,5 BHK,2400.0,3,3,8000000.0,1,5
Plot  Area,18-Nov,whitefield,4 BHK,2400.0,4,1,14300000.0,0,4
Super built-up  Area,Ready To Move,nagashetty halli,2 BHK,1350.0,2,2,6500000.0,1,2
Super built-up  Area,Ready To Move,sarjapur,2 BHK,1032.0,2,1,4200000.0,1,2
Super built-up  Area,Ready To Move,tigalarpalya,3 BHK,1998.0,3,2,11700000.0,1,3
Super built-up  Area,18-Aug,murugeshpalya,2 BHK,1225.0,2,2,4800000.0,0,2
Super built-up  Area,Ready To Move,sarjapur  road,2 BHK,1262.0,2,2,6700000.0,1,2
Super built-up  Area,20-Jan,badavala nagar,3 BHK,1842.0,3,2,11500000.0,0,3
Super built-up  Area,18-Jun,kothannur,2 BHK,1070.0,2,2,3860000.0,0,2
Built-up  Area,21-Dec,"electronic city phase 1,",2 BHK,950.0,2,1,3300000.0,0,2
Super built-up  Area,18-Mar,balagere,2 BHK,1012.0,2,1,5358000.0,0,2
Built-up  Area,Ready To Move,tc palaya,2 BHK,1000.0,2,0,7000000.0,1,2
Super built-up  Area,Ready To Move,kadugodi,2 BHK,1394.0,2,2,5600000.0,1,2
