area_type,location,total_sqft,bath,balcony,price,ready_to_move,bedrooms,price_per_sqft
Super built-up  Area,nagavarapalya,1335.0,2,3,11000000.0,1,2,8239.700374531834
Super built-up  Area,nagavarapalya,1260.0,2,2,8550000.0,1,2,6785.714285714285
Super built-up  Area,narayanapura,1308.0,2,2,8904000.0,1,2,6807.339449541284
Super built-up  Area,narayanapura,1566.0,3,1,8330000.0,1,3,5319.284802043423
Built-up  Area,narayanapura,1485.0,3,2,8500000.0,1,3,5723.905723905724
Super built-up  Area,narayanapura,1302.0,2,1,6909999.999999999,1,2,5307.219662058371
Super built-up  Area,narayanapura,1308.0,2,1,8904000.0,1,2,6807.339449541284
Super built-up  Area,narayanapura,2357.0,3,2,13500000.0,1,3,5727.619855748833
Super built-up  Area,narayanapura,2357.0,3,2,13500000.0,1,3,5727.619855748833
Super built-up  Area,narayanapura,1469.0,2,2,9914000.0,1,2,6748.8087134104835
Super built-up  Area,neeladri nagar,1053.0,2,1,4500000.0,1,2,4273.504273504273
Super built-up  Area,neeladri nagar,1363.0,2,2,6800000.0,1,2,4988.994864269993
Super built-up  Area,neeladri nagar,2556.0,3,2,13300000.0,1,3,5203.442879499217
Super built-up  Area,neeladri nagar,674.0,1,1,2100000.0,1,1,3115.727002967359
Built-up  Area,neeladri nagar,527.0,1,0,2600000.0,1,1,4933.586337760911
Super built-up  Area,neeladri nagar,1167.0,2,1,3800000.0,1,3,3256.212510711225
Super built-up  Area,neeladri nagar,1060.0,2,0,3500000.0,1,2,3301.8867924528304
Built-up  Area,neeladri nagar,640.0,1,1,2050000.0,1,1,3203.125
Super built-up  Area,neeladri nagar,1105.0,2,2,3000000.0,0,2,2714.9321266968327
Super built-up  Area,neeladri nagar,1100.0,2,2,3000000.0,1,2,2727.2727272727275
Super built-up  Area,neeladri nagar,2111.0,3,2,10300000.0,1,3,4879.204168640455
Super built-up  Area,ngr layout,1020.0,2,1,4590000.0,1,2,4500.0
Super built-up  Area,ngr layout,1105.0,2,2,4973000.0,1,2,4500.4524886877825
Super built-up  Area,ngr layout,1022.0,2,1,4590000.0,1,2,4491.19373776908
Super built-up  Area,ngr layout,1020.0,2,1,4500000.0,1,2,4411.764705882353
Super built-up  Area,ngr layout,1019.0,2,1,4590000.0,1,2,4504.41609421001
Super built-up  Area,ngr layout,1020.0,2,1,4600000.0,1,2,4509.803921568628
Super built-up  Area,ngr layout,1021.0,2,2,4600000.0,1,2,4505.386875612145
Super built-up  Area,ngr layout,1021.0,2,2,4590000.0,1,2,4495.592556317336
Super built-up  Area,nri layout,1565.0,2,2,7500000.0,1,3,4792.332268370607
Super built-up  Area,nri layout,2500.0,5,3,13000000.0,1,5,5200.0
Super built-up  Area,nri layout,1125.0,2,2,4556000.0,0,2,4049.777777777778
Built-up  Area,nri layout,2150.0,4,2,11500000.0,1,4,5348.837209302325
Plot  Area,nri layout,1250.0,2,0,7500000.0,1,2,6000.0
Built-up  Area,nri layout,1789.0,3,3,7500000.0,1,3,4192.286193404137
Super built-up  Area,nri layout,1731.0,3,3,6411000.0,1,3,3703.639514731369
Plot  Area,nri layout,2400.0,2,1,12500000.0,1,2,5208.333333333333
Super built-up  Area,old airport road,1206.0,2,3,7500000.0,1,2,6218.905472636816
Super built-up  Area,old airport road,2690.0,4,3,19100000.0,0,4,7100.371747211896
Super built-up  Area,old airport road,2690.0,4,3,19900000.0,0,4,7397.769516728625
Super built-up  Area,old airport road,1655.0,2,1,9765000.0,0,2,5900.302114803625
Super built-up  Area,old airport road,1075.0,2,2,6000000.0,1,2,5581.395348837209
Built-up  Area,old airport road,1858.0,2,1,16700000.0,1,3,8988.15931108719
Super built-up  Area,old airport road,1150.0,2,1,9000000.0,1,2,7826.086956521739
Super built-up  Area,old airport road,2690.0,4,3,19100000.0,0,4,7100.371747211896
Super built-up  Area,old airport road,2658.0,5,3,18700000.0,0,4,7035.364936042137
Super built-up  Area,old airport road,946.0,2,2,5800000.0,1,2,6131.0782241014795
Super built-up  Area,old airport road,2774.0,4,3,20800000.0,0,4,7498.197548666186
Super built-up  Area,old airport road,2774.0,4,3,20800000.0,0,4,7498.197548666186
Super built-up  Area,old airport road,2690.0,4,3,20100000.0,0,4,7472.118959107806
Super built-up  Area,old airport road,1050.0,2,2,5000000.0,1,2,4761.9047619047615
Super built-up  Area,old airport road,1145.0,2,2,7500000.0,1,2,6550.218340611354
Super built-up  Area,old airport road,2732.0,4,3,19400000.0,0,4,7101.024890190337
Super built-up  Area,old airport road,2658.0,5,3,18900000.0,0,4,7110.609480812641
Super built-up  Area,old airport road,2774.0,4,3,19700000.0,0,4,7101.658255227109
Super built-up  Area,old airport road,2392.0,3,2,24900000.0,1,3,10409.69899665552
Super built-up  Area,old airport road,2774.0,4,3,19700000.0,0,4,7101.658255227109
Super built-up  Area,old airport road,2732.0,4,3,20400000.0,0,4,7467.0571010248905
Super built-up  Area,old airport road,2774.0,4,3,20800000.0,0,4,7498.197548666186
Super built-up  Area,old airport road,1184.0,2,1,7800000.0,1,2,6587.8378378378375
Built-up  Area,old airport road,1055.0,2,3,7500000.0,1,2,7109.004739336493
Super built-up  Area,old madras road,1425.0,2,2,9400000.0,0,3,6596.491228070176
Super built-up  Area,old madras road,3715.0,6,0,22450000.0,1,4,6043.06864064603
Super built-up  Area,old madras road,935.0,2,1,4500000.0,0,2,4812.834224598931
Super built-up  Area,old madras road,1720.0,3,2,10000000.0,1,3,5813.953488372093
Super built-up  Area,old madras road,1200.0,2,1,7200000.0,0,2,6000.0
Super built-up  Area,old madras road,1225.0,2,1,5355000.0,0,2,4371.428571428572
Super built-up  Area,old madras road,1100.0,2,1,7000000.0,1,2,6363.636363636364
Super built-up  Area,old madras road,2760.0,5,2,15700000.0,1,3,5688.405797101449
Super built-up  Area,old madras road,1171.0,2,2,7500000.0,0,2,6404.782237403928
Super built-up  Area,old madras road,935.0,2,1,4500000.0,0,2,4812.834224598931
Super built-up  Area,old madras road,4500.0,7,3,29400000.0,0,5,6533.333333333333
Super built-up  Area,old madras road,1065.0,2,1,4786000.0,0,2,4493.896713615023
Super built-up  Area,old madras road,2010.0,3,2,12500000.0,1,4,6218.905472636816
Super built-up  Area,old madras road,1480.0,2,2,8400000.0,1,3,5675.675675675676
Super built-up  Area,old madras road,1210.0,2,1,7400000.0,1,2,6115.702479338843
Super built-up  Area,old madras road,1171.0,2,2,7200000.0,1,2,6148.590947907771
Super built-up  Area,old madras road,1480.0,3,2,9500000.0,1,3,6418.918918918919
Super built-up  Area,old madras road,1210.0,2,1,8000000.0,1,2,6611.570247933884
Super built-up  Area,old madras road,1859.0,3,2,12100000.0,1,3,6508.87573964497
Super built-up  Area,old madras road,2990.0,5,1,17300000.0,1,3,5785.953177257525
Built-up  Area,old madras road,2300.0,3,2,14200000.0,1,3,6173.913043478261
Super built-up  Area,old madras road,1210.0,2,1,8000000.0,1,2,6611.570247933884
Super built-up  Area,old madras road,1210.0,2,1,7700000.0,1,2,6363.636363636364
Super built-up  Area,old madras road,5020.0,7,0,28700000.0,0,5,5717.131474103586
Super built-up  Area,old madras road,1330.0,2,2,7400000.0,1,2,5563.909774436091
Super built-up  Area,old madras road,1720.0,3,2,10600000.0,1,3,6162.790697674419
Super built-up  Area,old madras road,2640.0,5,1,15000000.0,1,3,5681.818181818182
Super built-up  Area,old madras road,2990.0,3,2,17000000.0,1,3,5685.61872909699
Super built-up  Area,old madras road,1171.0,2,2,7300000.0,0,2,6233.98804440649
Super built-up  Area,old madras road,1630.0,3,2,11000000.0,1,3,6748.4662576687115
Super built-up  Area,old madras road,1165.0,2,1,5200000.0,0,2,4463.519313304721
Super built-up  Area,old madras road,2640.0,2,1,17000000.0,0,2,6439.393939393939
Super built-up  Area,old madras road,1165.0,2,1,5142000.0,0,2,4413.733905579399
Super built-up  Area,ombr layout,2420.0,3,2,18500000.0,1,3,7644.628099173554
Built-up  Area,ombr layout,1078.0,2,3,6500000.0,1,2,6029.684601113173
Super built-up  Area,ombr layout,1101.0,2,2,6550000.0,1,2,5949.13714804723
Super built-up  Area,ombr layout,1041.0,2,2,6550000.0,1,2,6292.026897214217
Super built-up  Area,ombr layout,1300.0,2,2,8000000.0,1,2,6153.846153846154
Super built-up  Area,ombr layout,1085.0,2,1,6400000.0,1,2,5898.617511520737
Super built-up  Area,ombr layout,1855.0,3,2,14500000.0,1,3,7816.711590296496
Super built-up  Area,ombr layout,1050.0,2,3,4800000.0,1,2,4571.428571428572
Super built-up  Area,ombr layout,1165.0,2,2,8850000.0,1,2,7596.56652360515
Super built-up  Area,ombr layout,1101.0,2,2,6600000.0,1,2,5994.550408719346
Super built-up  Area,ombr layout,3400.0,4,2,27500000.0,1,4,8088.235294117647
Super built-up  Area,other,2770.0,4,2,29000000.0,1,3,10469.314079422382
Super built-up  Area,other,600.0,1,0,3800000.0,1,1,6333.333333333333
Super built-up  Area,other,1500.0,2,2,18500000.0,1,2,12333.333333333334
Plot  Area,other,4395.0,3,2,24000000.0,1,3,5460.750853242321
Super built-up  Area,other,845.0,2,1,5500000.0,1,2,6508.87573964497
Built-up  Area,other,2511.0,3,3,20500000.0,1,3,8164.078056551175
Super built-up  Area,other,1660.0,2,2,10500000.0,1,3,6325.301204819277
Plot  Area,other,1200.0,4,2,15500000.0,1,4,12916.666666666666
Built-up  Area,other,1200.0,3,1,9000000.0,1,3,7500.0
Built-up  Area,other,782.0,2,2,5568000.0,1,2,7120.204603580562
Super built-up  Area,other,1800.0,3,3,12000000.0,1,3,6666.666666666667
Super built-up  Area,other,1413.0,2,2,7500000.0,1,3,5307.855626326964
Super built-up  Area,other,945.0,2,1,5400000.0,0,2,5714.285714285715
Built-up  Area,other,1870.0,3,3,11000000.0,1,3,5882.35294117647
Super built-up  Area,other,1260.0,2,2,8505000.0,0,3,6750.0
Super built-up  Area,other,1000.0,2,1,6000000.0,1,2,6000.0
Super built-up  Area,other,1904.0,3,1,15000000.0,1,3,7878.151260504202
Super built-up  Area,other,2000.0,3,1,17500000.0,1,3,8750.0
Plot  Area,other,1500.0,3,2,10000000.0,1,3,6666.666666666667
Built-up  Area,other,1783.0,3,1,11500000.0,1,3,6449.8037016264725
Super built-up  Area,other,912.0,2,1,7000000.0,1,3,7675.438596491228
Super built-up  Area,other,1580.0,3,3,10000000.0,1,3,6329.113924050633
Super built-up  Area,other,1415.0,3,3,7800000.0,1,3,5512.367491166077
Super built-up  Area,other,2405.0,4,2,26000000.0,1,3,10810.81081081081
Plot  Area,other,1500.0,2,1,11500000.0,1,2,7666.666666666667
Built-up  Area,other,1060.0,2,2,6000000.0,1,2,5660.377358490566
Plot  Area,other,2600.0,8,2,18000000.0,1,8,6923.076923076923
Super built-up  Area,other,1285.0,2,3,7250000.0,1,2,5642.023346303502
Plot  Area,other,4050.0,3,2,28000000.0,0,3,6913.580246913581
Super built-up  Area,other,3045.0,3,2,17000000.0,1,3,5582.922824302134
Plot  Area,other,900.0,2,1,11000000.0,1,2,12222.222222222223
Super built-up  Area,other,1560.0,3,3,11500000.0,1,3,7371.794871794872
Built-up  Area,other,1645.0,3,2,9500000.0,1,3,5775.075987841945
Plot  Area,other,1200.0,2,0,7900000.0,0,2,6583.333333333333
Plot  Area,other,1350.0,2,0,14000000.0,1,3,10370.37037037037
Super built-up  Area,other,1800.0,3,0,15000000.0,1,3,8333.333333333334
Super built-up  Area,other,1762.0,3,1,12500000.0,1,3,7094.211123723042
Super built-up  Area,other,1200.0,3,0,9000000.0,1,3,7500.0
Built-up  Area,other,3309.0,4,3,32500000.0,1,4,9821.698398307646
Super built-up  Area,other,5000.0,9,3,36000000.0,1,11,7200.0
Super built-up  Area,other,1150.0,2,2,12600000.0,1,2,10956.521739130434
Super built-up  Area,other,1270.0,2,1,9800000.0,0,2,7716.535433070866
Super built-up  Area,other,1200.0,2,1,7400000.0,1,2,6166.666666666667
Super built-up  Area,other,1753.0,3,2,12000000.0,1,3,6845.407872219053
Plot  Area,other,720.0,2,1,4500000.0,0,2,6250.0
Built-up  Area,other,375.0,2,0,2600000.0,1,1,6933.333333333333
Built-up  Area,other,700.0,1,0,4100000.0,1,1,5857.142857142857
Built-up  Area,other,1595.0,3,2,11500000.0,0,3,7210.031347962383
Super built-up  Area,other,1353.0,2,2,11000000.0,1,2,8130.081300813008
Built-up  Area,other,1200.0,2,0,8500000.0,1,1,7083.333333333333
Built-up  Area,other,1325.0,2,1,9000000.0,1,3,6792.452830188679
Super built-up  Area,other,1056.0,2,1,8000000.0,1,2,7575.757575757576
Built-up  Area,other,540.0,1,1,3600000.0,1,1,6666.666666666667
Super built-up  Area,other,1578.0,3,1,18000000.0,1,3,11406.84410646388
Plot  Area,other,1600.0,2,0,11500000.0,1,2,7187.5
Super built-up  Area,other,416.0,1,1,1850000.0,0,1,4447.115384615385
Built-up  Area,other,834.0,1,1,6000000.0,1,1,7194.244604316546
Plot  Area,other,1125.0,4,1,7000000.0,1,3,6222.222222222223
Super built-up  Area,other,3000.0,5,2,26000000.0,0,4,8666.666666666666
Plot  Area,other,2160.0,5,1,25000000.0,1,6,11574.074074074075
Super built-up  Area,other,469.0,1,0,2500000.0,1,1,5330.490405117271
Super built-up  Area,other,1630.0,2,2,20000000.0,1,2,12269.938650306749
Built-up  Area,other,1200.0,2,0,7000000.0,1,3,5833.333333333333
Super built-up  Area,other,1350.0,3,0,7700000.0,1,3,5703.7037037037035
Built-up  Area,other,4046.0,4,0,44500000.0,0,4,10998.517053880376
Super built-up  Area,other,1180.0,2,2,7834000.0,0,3,6638.983050847458
Super built-up  Area,other,1355.0,2,2,11500000.0,1,2,8487.084870848708
Plot  Area,other,600.0,1,0,5000000.0,1,1,8333.333333333334
Super built-up  Area,other,1875.0,3,2,16500000.0,1,3,8800.0
Plot  Area,other,600.0,2,1,5500000.0,1,2,9166.666666666666
Super built-up  Area,other,1750.0,3,1,12000000.0,1,3,6857.142857142857
Plot  Area,other,1500.0,2,1,8700000.0,1,3,5800.0
Plot  Area,other,1092.0,2,1,9850000.0,1,3,9020.14652014652
Super built-up  Area,other,1855.0,3,1,22500000.0,0,3,12129.380053908355
Built-up  Area,other,425.0,1,0,2003000.0,1,1,4712.941176470588
Plot  Area,other,600.0,1,1,6000000.0,1,1,10000.0
Super built-up  Area,other,1468.0,2,1,14000000.0,1,2,9536.784741144415
Plot  Area,other,4300.0,5,2,55000000.0,1,4,12790.697674418605
Super built-up  Area,other,775.0,2,1,5500000.0,1,2,7096.774193548387
Super built-up  Area,other,1352.0,3,0,13500000.0,1,3,9985.207100591717
Super built-up  Area,other,1630.0,3,2,19400000.0,0,3,11901.840490797545
Super built-up  Area,other,1976.0,3,1,18400000.0,1,3,9311.74089068826
Plot  Area,other,1200.0,3,0,9500000.0,1,3,7916.666666666667
Super built-up  Area,other,1180.0,2,1,6900000.0,1,2,5847.457627118644
Super built-up  Area,other,686.0,1,1,1700000.0,1,1,2478.134110787172
Super built-up  Area,other,1282.0,2,2,8700000.0,1,2,6786.271450858035
Built-up  Area,other,1500.0,2,2,9500000.0,1,3,6333.333333333333
Super built-up  Area,other,1300.0,1,1,11500000.0,1,2,8846.153846153846
Built-up  Area,other,530.0,1,1,2000000.0,1,1,3773.5849056603774
Super built-up  Area,other,1350.0,2,3,8000000.0,1,2,5925.925925925926
Built-up  Area,other,650.0,2,0,4200000.0,1,2,6461.538461538462
Plot  Area,other,2400.0,6,3,12500000.0,1,8,5208.333333333333
Super built-up  Area,other,950.0,1,1,4000000.0,1,1,4210.526315789473
Built-up  Area,other,1480.0,3,2,9000000.0,1,3,6081.081081081081
Super built-up  Area,other,1600.0,3,3,9000000.0,1,3,5625.0
Plot  Area,other,1200.0,4,0,13500000.0,1,4,11250.0
Plot  Area,other,1500.0,3,2,11500000.0,1,3,7666.666666666667
Super built-up  Area,other,1824.0,3,3,12500000.0,0,3,6853.070175438596
Plot  Area,other,750.0,1,0,5625000.0,1,1,7500.0
Plot  Area,other,6000.0,5,3,40000000.0,1,4,6666.666666666667
Built-up  Area,other,2400.0,3,2,17000000.0,1,3,7083.333333333333
Super built-up  Area,other,1500.0,2,2,9800000.0,1,3,6533.333333333333
Super built-up  Area,other,3095.0,3,3,35000000.0,1,3,11308.562197092084
Plot  Area,other,1200.0,1,1,2800000.0,1,1,2333.3333333333335
Plot  Area,other,1500.0,3,3,10000000.0,1,3,6666.666666666667
Plot  Area,other,1560.0,5,1,14500000.0,1,5,9294.871794871795
Super built-up  Area,other,1560.0,3,1,18800000.0,1,3,12051.28205128205
Super built-up  Area,other,485.0,1,1,1500000.0,1,1,3092.783505154639
Plot  Area,other,1200.0,3,1,13000000.0,1,3,10833.333333333334
Super built-up  Area,other,1050.0,2,1,6700000.0,1,2,6380.952380952381
Super built-up  Area,other,1596.0,3,1,10500000.0,1,3,6578.9473684210525
Plot  Area,other,1200.0,3,1,8500000.0,1,3,7083.333333333333
Built-up  Area,other,1132.0,2,1,6700000.0,0,2,5918.727915194347
Super built-up  Area,other,1515.0,3,3,8800000.0,1,3,5808.580858085808
Super built-up  Area,other,1380.0,2,1,8000000.0,0,2,5797.101449275362
Built-up  Area,other,3329.0,3,2,33000000.0,1,3,9912.886752778611
Super built-up  Area,other,3500.0,3,3,45000000.0,1,4,12857.142857142857
Super built-up  Area,other,1093.0,2,2,6500000.0,1,2,5946.935041171088
Carpet  Area,other,1535.0,3,1,9500000.0,1,3,6188.9250814332245
Super built-up  Area,other,1100.0,2,1,6270000.0,0,2,5700.0
Super built-up  Area,other,2197.0,4,3,28000000.0,1,3,12744.651797906236
Built-up  Area,other,1100.0,2,1,6000000.0,1,2,5454.545454545455
Plot  Area,other,1600.0,3,1,17200000.0,1,4,10750.0
Built-up  Area,other,1450.0,2,2,8500000.0,1,3,5862.068965517241
Built-up  Area,other,2000.0,3,1,16600000.0,1,4,8300.0
Built-up  Area,other,1756.0,3,3,10000000.0,1,3,5694.760820045558
Super built-up  Area,other,1532.0,3,3,9200000.0,0,3,6005.221932114882
Built-up  Area,other,1650.0,3,0,11000000.0,1,3,6666.666666666667
Built-up  Area,other,1200.0,2,2,6600000.0,1,2,5500.0
Super built-up  Area,other,1525.0,2,3,12200000.0,1,3,8000.0
Built-up  Area,other,1000.0,2,1,13000000.0,1,2,13000.0
Plot  Area,other,3040.0,1,1,18000000.0,1,2,5921.0526315789475
Super built-up  Area,other,1390.0,3,1,12000000.0,1,3,8633.093525179856
Super built-up  Area,other,1135.0,2,2,6800000.0,1,2,5991.1894273127755
Super built-up  Area,other,900.0,2,1,5500000.0,1,2,6111.111111111111
Super built-up  Area,other,2500.0,3,1,25000000.0,1,3,10000.0
Plot  Area,other,1000.0,4,3,6600000.0,0,3,6600.0
Plot  Area,other,1168.0,3,0,7000000.0,1,3,5993.1506849315065
Super built-up  Area,other,1515.0,3,3,9393000.0,1,3,6200.0
Super built-up  Area,other,2070.0,3,3,16200000.0,1,3,7826.086956521739
Built-up  Area,other,2700.0,4,2,21400000.0,1,6,7925.925925925926
Super built-up  Area,other,2000.0,3,2,21000000.0,1,3,10500.0
Plot  Area,other,2400.0,4,1,30000000.0,1,5,12500.0
Super built-up  Area,other,1760.0,3,3,17600000.0,1,3,10000.0
Built-up  Area,other,595.0,1,1,4200000.0,1,1,7058.823529411765
Built-up  Area,other,1170.0,2,2,8600000.0,1,2,7350.427350427351
Plot  Area,other,2200.0,4,3,23500000.0,1,4,10681.818181818182
Super built-up  Area,other,1200.0,1,1,4800000.0,1,1,4000.0
Carpet  Area,other,1650.0,3,3,17500000.0,1,3,10606.060606060606
Super built-up  Area,other,1670.0,3,3,9186000.0,1,3,5500.5988023952095
Built-up  Area,other,1250.0,2,1,8000000.0,1,3,6400.0
Super built-up  Area,other,800.0,2,3,5000000.0,1,2,6250.0
Super built-up  Area,other,1225.0,2,2,15000000.0,1,2,12244.897959183674
Super built-up  Area,other,3675.0,4,3,36700000.0,0,4,9986.394557823129
Plot  Area,other,1200.0,2,2,15000000.0,1,2,12500.0
Plot  Area,other,1350.0,2,1,8000000.0,1,2,5925.925925925926
Super built-up  Area,other,1614.0,3,1,11000000.0,1,3,6815.365551425031
Super built-up  Area,other,1188.0,2,3,7300000.0,1,2,6144.781144781145
Super built-up  Area,other,1480.0,3,2,9000000.0,1,3,6081.081081081081
Plot  Area,other,680.0,2,0,4200000.0,1,2,6176.470588235294
Built-up  Area,other,955.0,2,3,5355000.0,1,2,5607.3298429319375
Super built-up  Area,other,2479.13,3,1,21500000.0,1,3,8672.39717158842
Built-up  Area,other,1100.0,2,0,10600000.0,1,2,9636.363636363636
Super built-up  Area,other,1925.0,3,2,12000000.0,1,3,6233.766233766234
Super built-up  Area,other,650.0,1,1,2600000.0,1,1,4000.0
Super built-up  Area,other,2000.0,3,3,20700000.0,0,3,10350.0
Plot  Area,other,1050.0,2,0,11000000.0,1,2,10476.190476190477
Built-up  Area,other,1685.0,2,1,11000000.0,1,3,6528.189910979228
Super built-up  Area,other,1550.0,3,3,11000000.0,0,3,7096.774193548387
Built-up  Area,other,500.0,1,0,2000000.0,1,1,4000.0
Super built-up  Area,other,3155.0,4,2,37000000.0,1,3,11727.41679873217
Super built-up  Area,other,1765.0,3,3,10500000.0,1,3,5949.008498583569
Super built-up  Area,other,1265.0,2,3,7000000.0,1,2,5533.596837944664
Built-up  Area,other,1012.0,2,1,5900000.0,1,2,5830.0395256917
Super built-up  Area,other,1270.0,2,2,7000000.0,1,3,5511.811023622047
Super built-up  Area,other,2045.0,4,3,15400000.0,1,3,7530.562347188264
Plot  Area,other,2400.0,4,2,28000000.0,1,6,11666.666666666666
Super built-up  Area,other,581.91,2,1,2500000.0,1,1,4296.197006409926
Plot  Area,other,1158.0,2,2,8500000.0,1,3,7340.241796200346
Super built-up  Area,other,925.0,2,2,5100000.0,0,2,5513.513513513513
Built-up  Area,other,1415.0,2,3,11000000.0,1,2,7773.851590106007
Super built-up  Area,other,1840.0,3,2,15500000.0,1,3,8423.91304347826
Plot  Area,other,1200.0,2,0,15000000.0,1,3,12500.0
Built-up  Area,other,824.0,2,0,6000000.0,1,2,7281.553398058252
Super built-up  Area,other,1340.0,2,1,10000000.0,0,3,7462.686567164179
Built-up  Area,other,1620.0,2,1,11000000.0,1,3,6790.123456790124
Built-up  Area,other,1533.0,3,2,11500000.0,1,3,7501.630789302022
Built-up  Area,other,1560.0,3,2,8500000.0,1,3,5448.717948717948
Super built-up  Area,other,1875.0,2,3,23500000.0,1,3,12533.333333333334
Super built-up  Area,other,750.0,1,2,2500000.0,1,1,3333.3333333333335
Super built-up  Area,other,1375.0,2,3,8500000.0,1,3,6181.818181818182
Super built-up  Area,other,1775.0,3,3,11000000.0,1,3,6197.183098591549
Built-up  Area,other,1500.0,3,2,8800000.0,1,3,5866.666666666667
Super built-up  Area,other,1140.0,2,1,7600000.0,1,2,6666.666666666667
Super built-up  Area,other,1198.0,2,1,8400000.0,1,2,7011.686143572621
Built-up  Area,other,4000.0,4,1,52000000.0,1,4,13000.0
Built-up  Area,other,1370.0,2,2,7500000.0,1,2,5474.4525547445255
Super built-up  Area,other,1000.0,1,1,5500000.0,1,2,5500.0
Plot  Area,other,1200.0,2,2,12500000.0,1,2,10416.666666666666
Super built-up  Area,other,1470.0,2,2,11000000.0,1,3,7482.993197278912
Built-up  Area,other,1050.0,1,1,7000000.0,1,1,6666.666666666667
Plot  Area,other,1200.0,2,0,8000000.0,1,3,6666.666666666667
Built-up  Area,other,400.0,1,0,1400000.0,1,1,3500.0
Plot  Area,other,1575.0,4,0,15000000.0,1,5,9523.809523809523
Built-up  Area,other,4800.0,5,3,62900000.0,1,4,13104.166666666666
Super built-up  Area,other,1200.0,2,2,7000000.0,1,2,5833.333333333333
Super built-up  Area,other,1100.0,2,1,6000000.0,1,2,5454.545454545455
Super built-up  Area,other,1300.0,2,1,7900000.0,1,2,6076.923076923077
Super built-up  Area,other,3500.0,4,3,35000000.0,1,4,10000.0
Built-up  Area,other,1000.0,2,0,11000000.0,1,3,11000.0
Plot  Area,other,800.0,1,1,10000000.0,1,1,12500.0
Plot  Area,other,1800.0,4,2,14500000.0,1,4,8055.555555555556
Built-up  Area,other,2400.0,3,1,26000000.0,1,3,10833.333333333334
Super built-up  Area,other,1533.0,3,2,8500000.0,1,3,5544.683626875408
Super built-up  Area,other,1452.55,2,3,11000000.0,1,2,7572.889057175313
Built-up  Area,other,2357.0,3,2,15100000.0,1,3,6406.448875689436
Super built-up  Area,other,1170.0,2,3,10500000.0,1,2,8974.358974358975
Super built-up  Area,other,1411.0,3,2,9172000.0,0,3,6500.3543586109145
Super built-up  Area,other,3095.0,3,3,37500000.0,1,3,12116.316639741519
Plot  Area,other,1100.0,3,1,7800000.0,1,3,7090.909090909091
Built-up  Area,other,1945.0,3,3,12000000.0,1,3,6169.665809768638
Super built-up  Area,other,1650.0,3,1,16500000.0,1,3,10000.0
Plot  Area,other,1550.0,2,1,15000000.0,1,3,9677.41935483871
Built-up  Area,other,1150.0,2,1,7500000.0,1,3,6521.739130434783
Plot  Area,other,1200.0,3,1,7400000.0,1,3,6166.666666666667
Super built-up  Area,other,1229.0,3,1,8603000.0,1,3,7000.0
Built-up  Area,other,1030.0,2,3,6100000.0,1,2,5922.330097087379
Built-up  Area,other,600.0,1,0,3200000.0,1,1,5333.333333333333
Super built-up  Area,other,1165.0,2,1,13500000.0,1,2,11587.982832618025
Built-up  Area,other,3000.0,4,2,24000000.0,1,4,8000.0
Super built-up  Area,other,1315.0,2,2,9000000.0,1,2,6844.106463878327
Super built-up  Area,other,1210.0,2,2,7200000.0,1,2,5950.413223140496
Super built-up  Area,other,1170.0,2,2,6800000.0,1,2,5811.965811965812
Plot  Area,other,1600.0,2,2,11000000.0,1,2,6875.0
Super built-up  Area,other,1370.0,2,2,7500000.0,1,3,5474.4525547445255
Super built-up  Area,other,1980.0,3,2,22400000.0,0,3,11313.131313131313
Super built-up  Area,other,1700.0,3,1,9700000.0,1,3,5705.882352941177
Super built-up  Area,other,1900.0,3,3,16000000.0,1,3,8421.052631578947
Built-up  Area,other,1100.0,2,1,7500000.0,1,2,6818.181818181818
Built-up  Area,other,1929.0,3,2,11500000.0,1,3,5961.638154484189
Built-up  Area,other,3161.0,4,3,21400000.0,1,4,6770.00949066751
Plot  Area,other,3515.0,3,1,42000000.0,1,3,11948.790896159317
Built-up  Area,other,1226.0,3,1,13500000.0,0,2,11011.419249592169
Super built-up  Area,other,1100.0,2,1,7000000.0,1,2,6363.636363636364
Super built-up  Area,other,700.0,1,1,4100000.0,1,1,5857.142857142857
Plot  Area,other,3000.0,3,0,25000000.0,1,3,8333.333333333334
Super built-up  Area,other,1100.0,2,3,6100000.0,1,2,5545.454545454545
Plot  Area,other,1260.0,1,0,4100000.0,1,1,3253.968253968254
Plot  Area,other,1500.0,1,0,3750000.0,1,1,2500.0
Built-up  Area,other,600.0,1,1,1700000.0,1,1,2833.3333333333335
Super built-up  Area,other,2167.0,3,3,17000000.0,1,3,7844.946931241348
Super built-up  Area,other,1165.0,2,2,7500000.0,1,2,6437.768240343347
Plot  Area,other,1272.0,4,0,7500000.0,1,3,5896.226415094339
Plot  Area,other,1600.0,5,2,14000000.0,1,5,8750.0
Super built-up  Area,other,1000.0,2,1,6500000.0,1,3,6500.0
Built-up  Area,other,1463.0,1,1,14200000.0,1,2,9706.083390293916
Super built-up  Area,other,2401.0,3,2,18500000.0,1,3,7705.12286547272
Built-up  Area,other,1875.0,2,3,23500000.0,1,3,12533.333333333334
Plot  Area,other,1200.0,3,1,9000000.0,1,3,7500.0
Built-up  Area,other,890.0,1,1,7500000.0,1,1,8426.966292134832
Plot  Area,other,2400.0,3,2,29000000.0,1,3,12083.333333333334
Super built-up  Area,other,1690.0,3,2,10000000.0,1,3,5917.15976331361
